YEAR,LOC,STATE,COUNTY_CITY,BRAND,NAME,PCODE,YIELD,WATER_REGIME,PAVG,MOIST,TW,DAYS
2000,FRD,KS,FRANKLIN,WILLCROSS,GB7743-TR,2091,99,Dryland,83,12,59,64
2000,ELD,KS,ELLIS,DYNA-GRO,DG-740C,2061,71,Dryland,77,14,57,68
2000,FRD,KS,FRANKLIN,SG,SG-97157,2101,125,Dryland,105,11,61,67
2000,ELD,KS,ELLIS,NC+,5B74E,1967,90,Dryland,98,13,58,65
2000,ELD,KS,ELLIS,MYCOGEN,M3838,1891,88,Dryland,96,14,59,66
2000,ELD,KS,ELLIS,MONSANTO,X944,2111,87,Dryland,95,13,57,67
2000,ELD,KS,ELLIS,MIDWEST SEED,530,1924,91,Dryland,99,12,58,67
2000,ELD,KS,ELLIS,MIDWEST SEED,256,1923,85,Dryland,92,15,56,70
2000,ELD,KS,ELLIS,MIDWEST SEED,240W,2114,86,Dryland,94,14,55,71
2000,ELD,KS,ELLIS,NC+,Y363,1407,100,Dryland,109,15,58,66
2000,ELD,KS,ELLIS,MIDLAND,XM-4838,2120,107,Dryland,116,16,59,73
2000,ELD,KS,ELLIS,MIDLAND,XM-2002,2121,98,Dryland,107,17,55,78
2000,ELD,KS,ELLIS,DEKALB,DK-43A,1975,91,Dryland,99,13,56,68
2000,ELD,KS,ELLIS,DEKALB,DK-35,1916,89,Dryland,97,13,57,65
2000,ELD,KS,ELLIS,CARGILL,770Y,1935,89,Dryland,97,13,55,70
2000,LBD,KS,LABETTE,WILLCROSS,GB8743-C,2092,85,Dryland,81,13,58,65
2000,RPI,KS,REPUBLIC,DEKALB,DK-53,2006,179,Irrigated,113,16,58,72
2000,ELD,KS,ELLIS,MIDLAND,XM-2005,2122,89,Dryland,97,14,57,73
2000,RPI,KS,REPUBLIC,ASGROW,MISSILE,2056,190,Irrigated,120,17,58,72
2000,ELD,KS,ELLIS,MIDLAND,M-4836,1997,100,Dryland,109,20,56,74
2000,ELD,KS,ELLIS,PIONEER,85G85,2087,90,Dryland,98,12,56,67
2000,ELD,KS,ELLIS,DEKALB,DK-44,1915,95,Dryland,103,14,57,68
2000,ELD,KS,ELLIS,MIDLAND,M-4664,1993,85,Dryland,92,12,55,64
2000,ELD,KS,ELLIS,MIDLAND,M-4774,1996,93,Dryland,101,17,57,69
2000,THD,KS,THOMAS,CARGILL,627,1871,78,Dryland,93,9,47,75
2000,ELD,KS,ELLIS,PIONEER,84G62,2008,104,Dryland,113,15,58,72
2000,THD,KS,THOMAS,ASGROW,LASER,2110,103,Dryland,123,10,50,65
2000,ELD,KS,ELLIS,NK,KS 585,1897,100,Dryland,109,13,59,67
2000,THD,KS,THOMAS,ASGROW,A459,2030,89,Dryland,107,10,50,72
2000,THD,KS,THOMAS,AGRIPRO,AP 2731,2067,84,Dryland,100,12,51,69
2000,ELD,KS,ELLIS,,GRAND MEAN,9901,91,Dryland,91,14,57,69
2000,ELD,KS,ELLIS,TRIUMPH,TR 481,1857,103,Dryland,113,16,59,73
2000,ELD,KS,ELLIS,TRIUMPH,TR 464,2076,95,Dryland,104,14,55,71
2000,ELD,KS,ELLIS,TRIUMPH,TR 438,2075,91,Dryland,99,12,57,67
2000,ELD,KS,ELLIS,PIONEER,86G71,2088,102,Dryland,111,12,58,62
2000,THD,KS,THOMAS,AGRIPRO,HY 2660,1863,75,Dryland,90,10,50,73
2000,ELD,KS,ELLIS,DEKALB,DK-47,1917,105,Dryland,114,15,58,69
2000,RPI,KS,REPUBLIC,ASGROW,A581,2083,181,Irrigated,114,19,56,72
2000,RPI,KS,REPUBLIC,ASGROW,A459,2030,165,Irrigated,104,13,59,70
2000,RPI,KS,REPUBLIC,KAYSTAR,X-060,2107,146,Irrigated,92,16,58,67
2000,RPI,KS,REPUBLIC,KAYSTAR,X-080,2109,138,Irrigated,87,15,58,73
2000,RPI,KS,REPUBLIC,MIDLAND,M-4664,1993,154,Irrigated,97,14,58,66
2000,ELD,KS,ELLIS,CARGILL,697,2018,89,Dryland,96,15,57,70
2000,ELD,KS,ELLIS,CARGILL,627,1871,96,Dryland,105,14,57,70
2000,ELD,KS,ELLIS,ASGROW,LASER,2110,68,Dryland,74,14,57,66
2000,RPI,KS,REPUBLIC,DEKALB,DK-54,1778,187,Irrigated,118,17,58,72
2000,ELD,KS,ELLIS,ASGROW,A571,1910,100,Dryland,109,16,56,73
2000,ELD,KS,ELLIS,AGRIPRO,AP 2731,2067,101,Dryland,110,17,58,68
2000,RPI,KS,REPUBLIC,,GRAND MEAN,9901,157,Irrigated,157,16,58,70
2000,RPI,KS,REPUBLIC,WILLCROSS,GB9347-TR,2094,162,Irrigated,102,14,58,73
2000,RPI,KS,REPUBLIC,WILLCROSS,GB9057-W,2093,149,Irrigated,94,16,58,72
2000,RPI,KS,REPUBLIC,TRIUMPH,TR 461,2023,148,Irrigated,94,15,59,71
2000,CHD,KS,Unknown,WILLCROSS,GB7743-TR,2091,93,Dryland,87,10,60,71
2000,ELD,KS,ELLIS,ASGROW,A459,2030,106,Dryland,115,12,58,70
2000,RPI,KS,REPUBLIC,ASGROW,A571,1910,162,Irrigated,102,17,57,72
2000,THI,KS,THOMAS,MIDLAND,M-4836,1997,75,Irrigated,75,12,54,83
2000,LBD,KS,LABETTE,NK,K73-J6,1904,108,Dryland,102,13,60,63
2000,RPI,KS,REPUBLIC,AGRIPRO,AP 2838,1964,145,Irrigated,92,14,58,72
2000,RPI,KS,REPUBLIC,AGRIPRO,AP 2731,2067,156,Irrigated,98,16,59,71
2000,LBD,KS,LABETTE,,GRAND MEAN,9901,105,Dryland,105,13,59,61
2000,LBD,KS,LABETTE,WILLCROSS,GB9347-TR,2094,83,Dryland,78,13,58,67
2000,LBD,KS,LABETTE,WILLCROSS,GB9057-W,2093,67,Dryland,63,13,59,69
2000,LBD,KS,LABETTE,WILLCROSS,GB7743-TR,2091,77,Dryland,73,13,59,66
2000,LBD,KS,LABETTE,NC+,7B47,1991,119,Dryland,113,13,59,60
2000,ELD,KS,ELLIS,CARGILL,737,1823,106,Dryland,115,15,57,70
2000,LBD,KS,LABETTE,TRIUMPH,TR 447,2022,85,Dryland,80,13,59,60
2000,LBD,KS,LABETTE,TRIUMPH,TR 438,2075,104,Dryland,98,12,59,61
2000,LBD,KS,LABETTE,PIONEER,8500,1477,111,Dryland,105,12,60,60
2000,LBD,KS,LABETTE,PIONEER,84G62,2008,130,Dryland,123,13,60,62
2000,LBD,KS,LABETTE,PIONEER,82G63,2009,110,Dryland,104,13,59,64
2000,LBD,KS,LABETTE,NK,KS 585,1897,109,Dryland,103,13,61,57
2000,LBD,KS,LABETTE,TRIUMPH,TR 481,1857,104,Dryland,98,14,60,66
2000,ELD,KS,ELLIS,DEKALB,DK-53,2006,106,Dryland,115,16,58,75
2000,ELD,KS,ELLIS,DYNA-GRO,DG-730B,2058,92,Dryland,101,12,58,68
2000,ELD,KS,ELLIS,DYNA-GRO,DG-732B,2060,95,Dryland,103,14,58,67
2000,CHD,KS,Unknown,WILLCROSS,GB8743-C,2092,90,Dryland,84,10,59,72
2000,RND,KS,RENO,ASGROW,LASER,2110,109,Dryland,85,10,61,66
2000,CHD,KS,Unknown,MYCOGEN,1506,1579,107,Dryland,100,11,60,69
2000,CHD,KS,Unknown,HOEGEMEYER,6884,2039,107,Dryland,100,10,60,69
2000,CHD,KS,Unknown,MONSANTO,X944,2111,111,Dryland,104,11,61,70
2000,CHD,KS,Unknown,MONSANTO,X918,2112,123,Dryland,116,11,60,72
2000,RND,KS,RENO,ASGROW,MISSILE,2056,123,Dryland,96,12,59,70
2000,CHD,KS,Unknown,MYCOGEN,3696,2001,108,Dryland,101,11,60,72
2000,CHD,KS,Unknown,MONSANTO,X914,2113,105,Dryland,98,10,59,72
2000,CHD,KS,Unknown,NC+,7B29,1971,101,Dryland,94,11,60,71
2000,CHD,KS,Unknown,PIONEER,82G63,2009,113,Dryland,106,10,60,73
2000,CHD,KS,Unknown,PIONEER,84G62,2008,125,Dryland,117,10,60,72
2000,CHD,KS,Unknown,PIONEER,8500,1477,94,Dryland,88,11,61,68
2000,CHD,KS,Unknown,TRIUMPH,TR 438,2075,100,Dryland,93,10,59,69
2000,CHD,KS,Unknown,NC+,6B50,1844,109,Dryland,102,10,60,69
2000,CHD,KS,Unknown,TRIUMPH,TR 481,1857,101,Dryland,94,11,61,72
2000,RND,KS,RENO,DEKALB,DK-44,1915,133,Dryland,104,10,61,69
2000,RND,KS,RENO,DEKALB,DK-53,2006,134,Dryland,104,12,60,72
2000,CHD,KS,Unknown,HOEGEMEYER,6712,2055,106,Dryland,100,10,61,72
2000,FRD,KS,FRANKLIN,TRIUMPH,TR 461,2023,119,Dryland,99,12,59,65
2000,CHD,KS,Unknown,HOEGEMEYER,6874,1931,110,Dryland,103,11,61,70
2000,CHD,KS,Unknown,WILLCROSS,GB9347-TR,2094,88,Dryland,83,11,58,72
2000,CHD,KS,Unknown,,GRAND MEAN,9901,106,Dryland,106,10,60,70
2000,RND,KS,RENO,AGRIPRO,AP 2468,1963,124,Dryland,97,9,61,69
2000,RND,KS,RENO,DEKALB,DK-47,1917,142,Dryland,111,10,61,68
2000,RND,KS,RENO,AGRIPRO,AP 2731,2067,126,Dryland,98,12,61,68
2000,RND,KS,RENO,ASGROW,A459,2030,131,Dryland,102,9,61,67
2000,CHD,KS,Unknown,WILLCROSS,GB9057-W,2093,93,Dryland,87,11,60,73
2000,RND,KS,RENO,ASGROW,A571,1910,141,Dryland,110,11,59,72
2000,RND,KS,RENO,CARGILL,697,2018,131,Dryland,102,10,61,68
2000,RND,KS,RENO,DEKALB,DK-35,1916,138,Dryland,108,9,61,66
2000,RND,KS,RENO,DEKALB,DK-43A,1975,136,Dryland,106,10,61,68
2000,RND,KS,RENO,AGRIPRO,AP 2838,1964,119,Dryland,93,10,60,69
2000,CHD,KS,Unknown,NC+,7B47,1991,110,Dryland,103,10,60,70
2000,HVD,KS,HARVEY,CARGILL,737,1823,116,Dryland,101,10,59,61
2000,HVD,KS,HARVEY,DEKALB,DK-35,1916,119,Dryland,104,10,59,58
2000,ELD,KS,ELLIS,GOLDEN WORLD,GW 7431,2115,74,Dryland,80,15,57,68
2000,ELD,KS,ELLIS,GOLDEN WORLD,GW 1489,2019,87,Dryland,95,12,57,71
2000,ELD,KS,ELLIS,GARST,5664,2052,97,Dryland,105,12,55,70
2000,ELD,KS,ELLIS,GARST,5631Y,1922,84,Dryland,91,13,58,68
2000,ELD,KS,ELLIS,GARST,5515,2050,92,Dryland,101,14,57,70
2000,ELD,KS,ELLIS,GARST,5440,2051,84,Dryland,92,13,59,72
2000,ELD,KS,ELLIS,HOEGEMEYER,6712,2055,90,Dryland,98,15,56,72
2000,ELD,KS,ELLIS,FRONTIER,F700E,2103,100,Dryland,109,12,56,71
2000,ELD,KS,ELLIS,MIDLAND,M-4757Y,1995,102,Dryland,111,17,58,70
2000,ELD,KS,ELLIS,FRONTIER,F303C,2106,81,Dryland,88,13,56,66
2000,ELD,KS,ELLIS,DYNA-GRO,DG-780B,2116,102,Dryland,111,14,58,75
2000,ELD,KS,ELLIS,DYNA-GRO,DG-760C,2063,82,Dryland,89,15,57,71
2000,ELD,KS,ELLIS,DYNA-GRO,DG-751B,2062,92,Dryland,100,13,58,71
2000,STI,KS,STAFFORD,DELANGE,DSA 147,2117,117,Irrigated,110,15,57,66
2000,ELD,KS,ELLIS,FRONTIER,F501E,2105,80,Dryland,88,12,55,66
2000,ELD,KS,ELLIS,HOEGEMEYER,6766,1983,92,Dryland,100,14,57,68
2000,ELD,KS,ELLIS,HOEGEMEYER,6874,1931,96,Dryland,105,13,59,71
2000,ELD,KS,ELLIS,FRONTIER,F647E,2104,89,Dryland,97,14,58,76
2000,HVD,KS,HARVEY,DEKALB,DK-43A,1975,120,Dryland,104,10,59,62
2000,HVD,KS,HARVEY,DEKALB,DK-44,1915,118,Dryland,103,10,60,60
2000,HVD,KS,HARVEY,DEKALB,DK-47,1917,123,Dryland,107,10,60,62
2000,HVD,KS,HARVEY,DEKALB,DK-53,2006,116,Dryland,101,10,59,67
2000,HVD,KS,HARVEY,DELANGE,DSA 115C,1918,121,Dryland,105,10,62,60
2000,HVD,KS,HARVEY,DELANGE,DSA 133,1324,121,Dryland,106,10,60,61
2000,HVD,KS,HARVEY,DELANGE,DSA 147,2117,121,Dryland,105,10,60,63
2000,HVD,KS,HARVEY,DYNA-GRO,DG-751B,2062,111,Dryland,97,10,59,65
2000,HVD,KS,HARVEY,DYNA-GRO,DG-760C,2063,100,Dryland,87,10,59,64
2000,HVD,KS,HARVEY,DYNA-GRO,DG-780B,2116,101,Dryland,88,10,58,71
2000,HVD,KS,HARVEY,GARST,5429,1978,102,Dryland,89,10,59,62
2000,HVD,KS,HARVEY,GARST,5440,2051,128,Dryland,112,10,60,62
2000,THI,KS,THOMAS,MIDLAND,XM-4838,2120,112,Irrigated,113,12,56,76
2000,SUD,KS,SUMNER,NK,K73-J6,1904,51,Dryland,76,9,58,67
2000,THI,KS,THOMAS,MIDLAND,XM-2002,2121,73,Irrigated,73,11,51,86
2000,FRD,KS,FRANKLIN,WILLCROSS,GB8743-C,2092,99,Dryland,83,12,59,67
2000,STI,KS,STAFFORD,DELANGE,DSA 133,1324,110,Irrigated,104,15,56,68
2000,RLD,KS,RILEY,ASGROW,MISSILE,2056,146,Dryland,105,10,59,69
2000,STI,KS,STAFFORD,ASGROW,MISSILE,2056,116,Irrigated,110,15,57,66
2000,GRI,KS,GREELEY,PIONEER,85G85,2087,101,Irrigated,165,15,56,87
2000,GRI,KS,GREELEY,SG,SG-91190,2100,21,Irrigated,34,21,47,100
2000,GRI,KS,GREELEY,SG,SG-94249,2099,89,Irrigated,145,17,55,89
2000,GRI,KS,GREELEY,SG,SG-97157,2101,14,Irrigated,23,20,45,107
2000,GRI,KS,GREELEY,SG,SG-97619,2098,52,Irrigated,85,19,50,96
2000,GRI,KS,GREELEY,SG,SG-99547,2102,20,Irrigated,33,23,45,101
2000,GRI,KS,GREELEY,PIONEER,84G62,2008,83,Irrigated,136,18,52,97
2000,GRI,KS,GREELEY,TRIUMPH,TR 432,1966,45,Irrigated,74,16,54,83
2000,GRI,KS,GREELEY,,GRAND MEAN,9901,61,Irrigated,61,19,51,94
2000,FNI,KS,FINNEY,AGRIPRO,AP 2731,2067,91,Irrigated,89,12,60,65
2000,FNI,KS,FINNEY,AGRIPRO,AP 2838,1964,93,Irrigated,90,12,60,67
2000,FNI,KS,FINNEY,ASGROW,A459,2030,121,Irrigated,117,12,60,68
2000,FNI,KS,FINNEY,ASGROW,A571,1910,103,Irrigated,100,12,60,73
2000,FNI,KS,FINNEY,ASGROW,A581,2083,102,Irrigated,99,12,60,75
2000,GRI,KS,GREELEY,TRIUMPH,TR 438,2075,71,Irrigated,117,14,57,78
2000,FNI,KS,FINNEY,ASGROW,MISSILE,2056,120,Irrigated,117,12,60,72
2000,HVD,KS,HARVEY,WILLCROSS,GB7743-TR,2091,82,Dryland,71,10,58,64
2000,HVD,KS,HARVEY,VALLEY PREMIUM,VP 90,2124,112,Dryland,97,10,59,67
2000,SUD,KS,SUMNER,MYCOGEN,1506,1579,74,Dryland,111,9,60,61
2000,HVD,KS,HARVEY,WILLCROSS,GB5343-R,2090,102,Dryland,89,10,59,59
2000,FNI,KS,FINNEY,DEKALB,DK-53,2006,110,Irrigated,107,12,60,67
2000,FNI,KS,FINNEY,FRONTIER,F647E,2104,112,Irrigated,109,12,60,74
2000,GRI,KS,GREELEY,ASGROW,MISSILE,2056,41,Irrigated,67,21,48,100
2000,GRI,KS,GREELEY,DEKALB,DK-53,2006,50,Irrigated,82,21,50,95
2000,GRI,KS,GREELEY,DEKALB,DK-54,1778,96,Irrigated,157,17,53,94
2000,GRI,KS,GREELEY,FRONTIER,F647E,2104,6,Irrigated,10,23,44,108
2000,GRI,KS,GREELEY,FRONTIER,F700E,2103,36,Irrigated,59,20,49,99
2000,GRI,KS,GREELEY,KAYSTAR,X-060,2107,81,Irrigated,132,16,54,94
2000,GRI,KS,GREELEY,ASGROW,A571,1910,54,Irrigated,89,19,47,101
2000,GRI,KS,GREELEY,KAYSTAR,X-080,2109,60,Irrigated,98,20,48,96
2000,GRI,KS,GREELEY,MIDLAND,M-4774,1996,86,Irrigated,141,19,54,91
2000,GRI,KS,GREELEY,MONSANTO,X914,2113,37,Irrigated,61,22,48,98
2000,GRI,KS,GREELEY,ASGROW,A581,2083,46,Irrigated,76,21,45,104
2000,FNI,KS,FINNEY,MIDLAND,M-4757Y,1995,97,Irrigated,95,12,60,64
2000,FNI,KS,FINNEY,MIDLAND,M-4774,1996,93,Irrigated,90,12,60,66
2000,FNI,KS,FINNEY,MIDWEST SEED,256,1923,96,Irrigated,93,12,60,65
2000,GRI,KS,GREELEY,MIDLAND,M-4757Y,1995,91,Irrigated,148,17,55,91
2000,FNI,KS,FINNEY,DEKALB,DK-54,1778,84,Irrigated,82,12,60,67
2000,FNI,KS,FINNEY,KAYSTAR,X-080,2109,101,Irrigated,98,12,60,67
2000,GRI,KS,GREELEY,AGRIPRO,AP 2838,1964,62,Irrigated,102,23,47,98
2000,FNI,KS,FINNEY,FRONTIER,F700E,2103,96,Irrigated,93,12,60,69
2000,FNI,KS,FINNEY,KAYSTAR,X-060,2107,91,Irrigated,88,12,60,65
2000,GRI,KS,GREELEY,NC+,5B74E,1967,73,Irrigated,120,18,53,87
2000,GRI,KS,GREELEY,MYCOGEN,M3838,1891,74,Irrigated,122,17,54,88
2000,GRI,KS,GREELEY,MYCOGEN,3696,2001,37,Irrigated,61,21,48,98
2000,GRI,KS,GREELEY,MONSANTO,X918,2112,84,Irrigated,137,18,52,93
2000,GRI,KS,GREELEY,ASGROW,A459,2030,93,Irrigated,152,18,53,95
2000,THI,KS,THOMAS,MONSANTO,X914,2113,97,Irrigated,98,13,56,82
2000,THI,KS,THOMAS,MYCOGEN,3696,2001,107,Irrigated,108,12,54,81
2000,THI,KS,THOMAS,PIONEER,84G62,2008,91,Irrigated,91,12,55,83
2000,THI,KS,THOMAS,PIONEER,84G82,2089,92,Irrigated,92,13,57,79
2000,THI,KS,THOMAS,TRIUMPH,TR 461,2023,88,Irrigated,89,12,56,77
2000,THI,KS,THOMAS,,GRAND MEAN,9901,99,Irrigated,99,12,55,78
2000,GRI,KS,GREELEY,AGRIPRO,AP 2731,2067,98,Irrigated,160,17,55,91
2000,THI,KS,THOMAS,MONSANTO,X918,2112,120,Irrigated,121,13,52,82
2000,HVDT,KS,HARVEY,DEKALB,X934,2152,50,Dryland,100,10,55,63
2000,HVD,KS,HARVEY,PIONEER,8414,1909,122,Dryland,107,9,59,60
2000,HVD,KS,HARVEY,NK,KS 585,1897,117,Dryland,102,10,62,59
2000,HVD,KS,HARVEY,NC+,6B70,1969,116,Dryland,101,10,60,61
2000,HVD,KS,HARVEY,NC+,6B50,1844,122,Dryland,106,10,60,60
2000,SUD,KS,SUMNER,TRIUMPH,TR 481,1857,64,Dryland,96,9,60,67
2000,HVD,KS,HARVEY,MYCOGEN,M3838,1891,121,Dryland,106,10,61,60
2000,HVD,KS,HARVEY,PIONEER,84G62,2008,132,Dryland,115,10,60,64
2000,HVD,KS,HARVEY,MONSANTO,X944,2111,112,Dryland,97,10,60,61
2000,HVD,KS,HARVEY,MIDWEST SEED,256,1923,122,Dryland,106,11,60,61
2000,HVD,KS,HARVEY,MIDLAND,M-4836,1997,92,Dryland,80,11,59,72
2000,HVD,KS,HARVEY,MIDLAND,M-4774,1996,113,Dryland,99,10,59,61
2000,HVD,KS,HARVEY,MIDLAND,M-4757Y,1995,110,Dryland,96,10,60,63
2000,HVD,KS,HARVEY,MIDLAND,M-4664,1993,124,Dryland,108,10,59,59
2000,HVD,KS,HARVEY,KAYSTAR,X-070,2108,98,Dryland,86,10,57,63
2000,HVD,KS,HARVEY,MONSANTO,X914,2113,93,Dryland,81,10,58,71
2000,HVD,KS,HARVEY,HOEGEMEYER,6884,2039,120,Dryland,104,10,60,63
2000,HVD,KS,HARVEY,PIONEER,8500,1477,120,Dryland,105,10,60,60
2000,HVD,KS,HARVEY,TRIUMPH,TR 462,1928,117,Dryland,102,10,61,63
2000,RPI,KS,REPUBLIC,PIONEER,82G63,2009,178,Irrigated,113,18,58,72
2000,HVD,KS,HARVEY,CARGILL,697,2018,123,Dryland,107,10,60,62
2000,HVD,KS,HARVEY,ASGROW,MISSILE,2056,115,Dryland,100,10,58,68
2000,HVD,KS,HARVEY,ASGROW,LASER,2110,103,Dryland,90,10,60,58
2000,HVD,KS,HARVEY,ASGROW,A571,1910,120,Dryland,105,10,58,65
2000,HVD,KS,HARVEY,ASGROW,A459,2030,108,Dryland,94,10,59,62
2000,HVD,KS,HARVEY,TRIUMPH,TR 459,1762,114,Dryland,100,11,60,63
2000,HVD,KS,HARVEY,AGRIPRO,AP 2838,1964,117,Dryland,102,10,59,63
2000,HVD,KS,HARVEY,GARST,5515,2050,111,Dryland,96,10,60,60
2000,HVD,KS,HARVEY,GARST,5664,2052,114,Dryland,99,10,60,61
2000,HVD,KS,HARVEY,HOEGEMEYER,6055,2021,131,Dryland,114,10,60,59
2000,HVD,KS,HARVEY,HOEGEMEYER,6712,2055,98,Dryland,85,10,59,64
2000,HVD,KS,HARVEY,VALLEY PREMIUM,VP 53,2126,124,Dryland,108,10,61,62
2000,HVD,KS,HARVEY,TRIUMPH,TR 481,1857,117,Dryland,102,11,60,68
2000,SUD,KS,SUMNER,,GRAND MEAN,9901,66,Dryland,66,8,59,63
2000,HVD,KS,HARVEY,HOEGEMEYER,6874,1931,120,Dryland,104,10,60,63
2000,HVD,KS,HARVEY,VALLEY PREMIUM,VP 70,2125,106,Dryland,92,10,60,63
2000,FRDT,KS,FRANKLIN,GARRISON & TOWNSEN,SG 20545,2140,137,Dryland,106,10,59,64
2000,FRDT,KS,FRANKLIN,GARRISON & TOWNSEN,SG 20541,2139,126,Dryland,97,10,59,63
2000,FRDT,KS,FRANKLIN,GARRISON & TOWNSEN,SG 20655,2138,119,Dryland,92,10,59,62
2000,FRDT,KS,FRANKLIN,CARGILL HYBRID SEE,X20464,2137,134,Dryland,104,10,60,66
2000,LBD,KS,LABETTE,NC+,6C21,2096,106,Dryland,100,12,59,58
2000,FRDT,KS,FRANKLIN,TAES-WLR,ATX631*R88B928,2157,97,Dryland,75,12,60,67
2000,FRDT,KS,FRANKLIN,GARRISON & TOWNSEN,SG 98019,2141,124,Dryland,96,10,59,69
2000,SUD,KS,SUMNER,GARST,5429,1978,74,Dryland,111,9,61,59
2000,SUD,KS,SUMNER,DEKALB,DK-53,2006,61,Dryland,91,9,58,67
2000,SUD,KS,SUMNER,DEKALB,DK-35,1916,75,Dryland,112,8,60,59
2000,HVD,KS,HARVEY,MYCOGEN,1506,1579,129,Dryland,113,10,60,61
2000,FRDT,KS,FRANKLIN,GARRISON & TOWNSEN,SG 20386,2142,117,Dryland,90,9,57,73
2000,FRDT,KS,FRANKLIN,MMR GENETICS LLC,MMR341/10,2144,111,Dryland,85,11,60,65
2000,SUD,KS,SUMNER,MYCOGEN,3694,1999,69,Dryland,104,8,60,64
2000,SUD,KS,SUMNER,MIDWEST SEED,256,1923,78,Dryland,116,9,60,61
2000,FRDT,KS,FRANKLIN,TAES-WLR,ATX631*R9603,2156,134,Dryland,104,10,60,69
2000,FRDT,KS,FRANKLIN,TAES-WLR,ATX631*R9120,2155,138,Dryland,107,10,59,67
2000,FRDT,KS,FRANKLIN,TAES-DTR,A.HF8*727.728,2154,139,Dryland,107,10,62,67
2000,FRDT,KS,FRANKLIN,TAES-DTR,ATx631*335-337,2153,138,Dryland,107,10,61,67
2000,FRDT,KS,FRANKLIN,MMR GENETICS LLC,Jowar I,2143,135,Dryland,104,11,60,68
2000,FRDT,KS,FRANKLIN,DEKALB,X934,2152,140,Dryland,108,10,60,67
2000,FRDT,KS,FRANKLIN,DEKALB,D69,2150,125,Dryland,96,11,59,70
2000,FRDT,KS,FRANKLIN,WARNER,902W,2149,153,Dryland,118,11,60,68
2000,FRDT,KS,FRANKLIN,CROSBYTON SEED CO.,CSC6346,2148,132,Dryland,102,11,60,69
2000,FRDT,KS,FRANKLIN,CROSBYTON SEED CO.,CSC5054,2147,143,Dryland,110,9,60,63
2000,FRDT,KS,FRANKLIN,CROSBYTON SEED CO.,CSC5010,2146,115,Dryland,89,10,60,61
2000,FRDT,KS,FRANKLIN,MMR GENETICS LLC,MMR98W248*247,2145,119,Dryland,92,11,59,65
2000,FRDT,KS,FRANKLIN,DEKALB,Gringo,2151,130,Dryland,101,10,61,70
2000,STI,KS,STAFFORD,DEKALB,DK-54,1778,100,Irrigated,94,15,57,66
2000,HVDT,KS,HARVEY,DEKALB,Gringo,2151,35,Dryland,71,11,53,76
2000,HVDT,KS,HARVEY,WARNER,902W,2149,48,Dryland,98,10,54,66
2000,FRD,KS,FRANKLIN,HOEGEMEYER,6712,2055,114,Dryland,96,12,60,67
2000,FRD,KS,FRANKLIN,HOEGEMEYER,6055,2021,124,Dryland,104,11,59,64
2000,FRD,KS,FRANKLIN,GARST,5515,2050,123,Dryland,103,11,59,63
2000,FRD,KS,FRANKLIN,GARST,5440,2051,126,Dryland,105,12,61,65
2000,FRD,KS,FRANKLIN,DYNA-GRO,DG-780B,2116,113,Dryland,94,13,60,67
2000,FRD,KS,FRANKLIN,DYNA-GRO,DG-751B,2062,118,Dryland,99,12,59,65
2000,FRD,KS,FRANKLIN,HOEGEMEYER,6766,1983,132,Dryland,110,12,59,65
2000,FRD,KS,FRANKLIN,DELANGE,DSA 147,2117,120,Dryland,100,13,60,65
2000,RLD,KS,RILEY,,GRAND MEAN,9901,138,Dryland,138,11,59,67
2000,FRD,KS,FRANKLIN,AGRIPRO,AP 2838,1964,119,Dryland,100,13,58,65
2000,FRD,KS,FRANKLIN,ASGROW,A459,2030,125,Dryland,105,11,60,65
2000,FRD,KS,FRANKLIN,ASGROW,A571,1910,124,Dryland,104,11,59,67
2000,FRD,KS,FRANKLIN,ASGROW,LASER,2110,114,Dryland,96,11,60,62
2000,FRD,KS,FRANKLIN,ASGROW,MISSILE,2056,123,Dryland,103,13,59,67
2000,FRD,KS,FRANKLIN,DELANGE,DSA 133,1324,115,Dryland,96,12,60,65
2000,BRD,KS,BROWN,,GRAND MEAN,9901,118,Dryland,118,10,60,72
2000,FRD,KS,FRANKLIN,HOEGEMEYER,6884,2039,116,Dryland,97,11,60,64
2000,FRD,KS,FRANKLIN,MIDLAND,X-4834,2118,115,Dryland,97,12,60,64
2000,RLD,KS,RILEY,ASGROW,LASER,2110,122,Dryland,88,11,59,64
2000,RLD,KS,RILEY,ASGROW,A571,1910,148,Dryland,107,10,59,69
2000,RLD,KS,RILEY,ASGROW,A459,2030,149,Dryland,108,11,60,67
2000,RLD,KS,RILEY,AGRIPRO,AP 2838,1964,137,Dryland,99,12,57,67
2000,RLD,KS,RILEY,AGRIPRO,AP 2731,2067,133,Dryland,96,12,58,67
2000,RLD,KS,RILEY,DYNA-GRO,DG-760C,2063,133,Dryland,96,11,60,67
2000,FRD,KS,FRANKLIN,MIDLAND,X-4677,2119,119,Dryland,100,13,60,66
2000,RLD,KS,RILEY,PIONEER,8505,1748,131,Dryland,95,11,59,64
2000,RLD,KS,RILEY,WILLCROSS,GB8743-C,2092,128,Dryland,92,10,59,69
2000,FRD,KS,FRANKLIN,MYCOGEN,M3838,1891,109,Dryland,92,11,62,65
2000,FRD,KS,FRANKLIN,MYCOGEN,3694,1999,134,Dryland,112,11,60,65
2000,FRD,KS,FRANKLIN,MONSANTO,X944,2111,122,Dryland,102,12,60,64
2000,FRD,KS,FRANKLIN,MONSANTO,X918,2112,124,Dryland,104,12,59,67
