YEAR,LOC,BRAND,NAME,YIELD,DAYS,COUNTY,WATER_REGIME
2000,THDO,Triumph Seed Co.,TRX9443,1175.19,63.75,THOMAS,Dryland
2000,THDO,Triumph Seed Co.,TRX0448,1008.99,64.25,THOMAS,Dryland
2000,THDO,Triumph Seed Co.,652,1380.42,64.25,THOMAS,Dryland
2000,THDO,Triumph Seed Co.,562,1267.69,63.75,THOMAS,Dryland
2000,THDO,Triumph Seed Co.,545A,1112.21,64.0,THOMAS,Dryland
2000,THDO,SEEDS 2000,MUSTANG,803.51,63.25,THOMAS,Dryland
2000,THDO,SEEDS 2000,MAVERICK,1235.8,63.5,THOMAS,Dryland
2000,THDO,SEEDS 2000,BRONCO,1220.03,64.5,THOMAS,Dryland
2000,THDO,Pioneer Hi-Bred I,64M01,1209.87,61.5,THOMAS,Dryland
2000,THDO,Interstate Seed,HYSUN 450,1155.5,64.75,THOMAS,Dryland
2000,THDO,Pioneer Hi-Bred I,63M80,870.96,64.0,THOMAS,Dryland
2000,THDO,Novartis Seeds,NX BrandT46-R9,1052.63,62.5,THOMAS,Dryland
2000,THDO,Novartis Seeds,NK Brand 278,1062.59,63.75,THOMAS,Dryland
2000,THDO,Mycogen Seed,Cavalry,1478.07,63.5,THOMAS,Dryland
2000,THDO,Mycogen Seed,8488NS,986.38,63.5,THOMAS,Dryland
2000,THDO,Mycogen Seed,8377NS,1127.77,63.0,THOMAS,Dryland
2000,THDO,Kaystar Seed,9501,1295.48,63.75,THOMAS,Dryland
2000,THDO,Kaystar Seed,9404,1154.16,62.75,THOMAS,Dryland
2000,THDO,Interstate Seed,X 74091,489.01,65.25,THOMAS,Dryland
2000,THDO,Interstate Seed,X 74066,1034.52,66.25,THOMAS,Dryland
2000,THDO,Interstate Seed,IS 6767,926.47,63.0,THOMAS,Dryland
2000,THDO,Interstate Seed,IS 4049,1080.36,63.0,THOMAS,Dryland
2000,THDO,Pioneer Hi-Bred I,63M91,1106.52,64.0,THOMAS,Dryland
2000,THDO,Interstate Seed,IS 4340,1442.87,65.25,THOMAS,Dryland
2000,THDO,Croplan Genetics,CL380NS,1389.65,64.0,THOMAS,Dryland
2000,THDO,Dekalb,DK 3900,1030.31,64.75,THOMAS,Dryland
2000,THDO,Croplan Genetics,CL345NS,1725.09,62.75,THOMAS,Dryland
2000,THDO,Interstate Seed,IS 84021,792.67,65.0,THOMAS,Dryland
2000,THDO,Croplan Genetics,CL385NS,1231.27,65.0,THOMAS,Dryland
2000,THDO,Dekalb,DK 3872NS,907.49,64.5,THOMAS,Dryland
2000,THIC,Agway Inc.,RH EXP001,2350.75,63.5,THOMAS,Irrigated
2000,THIC,Triumph Seed Co.,TRX0453 CRT,1802.25,63.75,THOMAS,Irrigated
2000,THIC,Triumph Seed Co.,TRX0451 CRT,2144.25,64.0,THOMAS,Irrigated
2000,THIC,Interstate seed,IS8048,1933.25,61.0,THOMAS,Irrigated
2000,THIC,Seeds 2000,x3247,2327.5,61.75,THOMAS,Irrigated
2000,THIC,Seeds 2000,X3988,1890.0,65.0,THOMAS,Irrigated
2000,THIC,Red River Commodities,2213,2174.0,62.0,THOMAS,Irrigated
2000,THIC,Red River Commodities,2582,2328.75,62.25,THOMAS,Irrigated
2000,THIC,Triumph Seed Co.,766CRT,1616.0,63.5,THOMAS,Irrigated
2000,THIC,Triumph Seed Co.,765C,1931.5,62.75,THOMAS,Irrigated
2000,THIC,Red River Commodities,2413,2376.5,62.75,THOMAS,Irrigated
2000,THIO,Triumph Seed Co.,652,2621.0,63.0,THOMAS,Irrigated
2000,THIO,Triumph Seed Co.,TRX0448,1795.5,62.5,THOMAS,Irrigated
2000,THIO,Triumph Seed Co.,TRX9443,2386.5,63.75,THOMAS,Irrigated
2000,THIO,Triumph Seed Co.,562,2679.0,62.0,THOMAS,Irrigated
2000,THIO,Triumph Seed Co.,540,2003.5,60.25,THOMAS,Irrigated
2000,THIO,Triumph Seed Co.,545A,2419.0,61.75,THOMAS,Irrigated
2000,THIO,SEEDS 2000,MUSTANG,2016.0,60.5,THOMAS,Irrigated
2000,THIO,SEEDS 2000,MAVERICK,2102.75,61.5,THOMAS,Irrigated
2000,THIO,SEEDS 2000,BRONCO,2325.5,63.75,THOMAS,Irrigated
2000,THIO,Pioneer Hi-Bred I,64M01,2196.0,60.25,THOMAS,Irrigated
2000,THIO,Pioneer Hi-Bred I,63M80,2009.75,61.75,THOMAS,Irrigated
2000,THIO,Pioneer Hi-Bred I,63A81,2238.5,64.0,THOMAS,Irrigated
2000,THIO,Pioneer Hi-Bred I,63M91,2747.0,62.25,THOMAS,Irrigated
2000,THIO,Dekalb,DK 3872NS,1903.25,63.75,THOMAS,Irrigated
2000,THIO,Pioneer Hi-Bred I,63A70,2127.25,60.5,THOMAS,Irrigated
2000,THIO,Dekalb,DK 3881,2238.0,63.25,THOMAS,Irrigated
2000,THIO,Cargill,SF 260,2686.5,63.0,THOMAS,Irrigated
2000,THIO,Cargill,SF 187,2327.0,63.0,THOMAS,Irrigated
2000,THIO,Cargill,SF 125NL,1676.0,60.5,THOMAS,Irrigated
2000,THIO,Adrian Associates,DN 2015,1856.0,62.5,THOMAS,Irrigated
2000,THIO,Adrian Associates,DN 1704,1878.0,66.25,THOMAS,Irrigated
2000,THIO,Adrian Associates,DN 1691,2143.0,64.5,THOMAS,Irrigated
2000,THIO,Adrian Associates,DN 1183 (ns),2422.5,66.0,THOMAS,Irrigated
2000,THIO,Cargill,SF 290NL,2313.5,62.0,THOMAS,Irrigated
2000,THIO,Adrian Associates,DN 1156,2329.25,64.25,THOMAS,Irrigated
2000,THIO,Interstate Seed,IS 4049,2540.0,63.0,THOMAS,Irrigated
2000,THIO,Mycogen Seed,8468,2644.0,62.75,THOMAS,Irrigated
2000,THIO,Kaystar Seed,9501,2731.25,64.0,THOMAS,Irrigated
2000,THIO,Interstate Seed,X 74091,2115.0,63.75,THOMAS,Irrigated
2000,THIO,Interstate Seed,X 74066,2503.75,66.0,THOMAS,Irrigated
2000,THIO,Interstate Seed,K 41978,2686.25,62.75,THOMAS,Irrigated
2000,THIO,Interstate Seed,X 33204,2813.5,63.25,THOMAS,Irrigated
2000,THIO,Interstate Seed,IS 971136 NS,2293.0,62.0,THOMAS,Irrigated
2000,THIO,Interstate Seed,IS 84021,2203.25,64.25,THOMAS,Irrigated
2000,THIO,Cargill,SF 270,1903.25,60.0,THOMAS,Irrigated
2000,THIO,Interstate Seed,IS 4340,2330.5,65.25,THOMAS,Irrigated
2000,THIO,Mycogen Seed,8488NS,2337.75,61.75,THOMAS,Irrigated
2000,THIO,Interstate Seed,HYSUN 450,2546.0,64.0,THOMAS,Irrigated
2000,THIO,Dekalb,EX9915NS,1980.75,62.75,THOMAS,Irrigated
2000,THIO,Dekalb,DKF36-40NS,1457.75,60.25,THOMAS,Irrigated
2000,THIO,Dekalb,DKF31-01NS,1336.0,60.75,THOMAS,Irrigated
2000,THIO,Dekalb,DKF29-90,1670.75,61.0,THOMAS,Irrigated
2000,THIO,Dekalb,DK 3900,2362.0,64.0,THOMAS,Irrigated
2000,THIO,Dekalb,DK 3875,2673.0,62.75,THOMAS,Irrigated
2000,THIO,Interstate Seed,IS 6767,2141.75,62.25,THOMAS,Irrigated
2001,GRDC,Garst / Interstate,IS 8048,546.5,56.0,GREELEY,Dryland
2001,GRDC,Red River Commodities,RRC 2413,498.75,59.0,GREELEY,Dryland
2001,GRDC,Triumph Seed Co. Inc.,TRX 1456C,539.25,59.75,GREELEY,Dryland
2001,GRDC,Agway Inc.,RH 3738,373.0,58.75,GREELEY,Dryland
2001,GRDC,Red River Commodities,RRC 2582,492.5,57.5,GREELEY,Dryland
2001,GRDC,Red River Commodities,RRC 2213,322.0,57.75,GREELEY,Dryland
2001,GRDC,Garst / Interstate,Exp f 89008,415.5,59.25,GREELEY,Dryland
2001,GRDC,Triumph Seed Co. Inc.,TRX 1457C,209.5,65.0,GREELEY,Dryland
2001,GRDC,Agway Inc.,RH 3708,789.25,57.75,GREELEY,Dryland
2001,GRDC,Agway Inc.,RH 118,301.75,61.0,GREELEY,Dryland
2001,GRDC,Triumph Seed Co. Inc.,TRX 0451CRT,510.25,58.75,GREELEY,Dryland
2001,GRDO,Mycogen Seeds,SF 187,122.5,59.25,GREELEY,Dryland
2001,GRDO,Seeds 2000,X 476,114.75,57.25,GREELEY,Dryland
2001,GRDO,Seeds 2000,Ranger,240.25,56.0,GREELEY,Dryland
2001,GRDO,Seeds 2000,Maverick,167.5,58.75,GREELEY,Dryland
2001,GRDO,Seeds 2000,Bronco,111.5,60.0,GREELEY,Dryland
2001,GRDO,Pioneer Hi-Bred Int. Inc,63M91,84.0,57.0,GREELEY,Dryland
2001,GRDO,Pioneer Hi-Bred Int. Inc,63M80,160.25,55.25,GREELEY,Dryland
2001,GRDO,Mycogen Seeds,8488 NS,187.75,58.25,GREELEY,Dryland
2001,GRDO,Mycogen Seeds,SF 260,138.0,58.0,GREELEY,Dryland
2001,GRDO,Mycogen Seeds,Cavalry,111.75,59.75,GREELEY,Dryland
2001,GRDO,Triumph Seed Co. Inc.,636,106.5,60.0,GREELEY,Dryland
2001,GRDO,Mycogen Seeds,8377 NS,232.25,55.0,GREELEY,Dryland
2001,GRDO,Pioneer Hi-Bred Int. Inc,63A70,92.5,55.0,GREELEY,Dryland
2001,GRDO,Monsanto,Ex 3804 NS,185.0,54.75,GREELEY,Dryland
2001,GRDO,Dekalb,DK 3900,130.5,61.0,GREELEY,Dryland
2001,GRDO,Triumph Seed Co. Inc.,658,66.25,60.75,GREELEY,Dryland
2001,GRDO,Triumph Seed Co. Inc.,665,74.75,60.25,GREELEY,Dryland
2001,GRDO,Dekalb,DKF 36-40 NS,136.0,56.5,GREELEY,Dryland
2001,GRDO,Kaystar,9501,81.25,60.75,GREELEY,Dryland
2001,GRDO,Kaystar,9404,166.5,59.0,GREELEY,Dryland
2001,GRDO,Garst / Interstate,Exp f 84021,65.25,61.5,GREELEY,Dryland
2001,GRDO,Garst / Interstate,IS 6767,88.25,58.5,GREELEY,Dryland
2001,GRDO,Garst / Interstate,IS 5331,156.5,55.75,GREELEY,Dryland
2001,GRDO,Garst / Interstate,IS 4340,127.0,62.25,GREELEY,Dryland
2001,GRDO,Garst / Interstate,IS 4049,128.0,60.5,GREELEY,Dryland
2001,GRDO,Garst / Interstate,Hysun 530,85.75,56.5,GREELEY,Dryland
2001,GRDO,Garst / Interstate,Hysun 450,89.25,59.5,GREELEY,Dryland
2001,GRDO,Garst / Interstate,Exp 971136 NS,128.25,58.75,GREELEY,Dryland
2001,GRDO,Dekalb,DKF 31-01 NS,59.0,57.5,GREELEY,Dryland
2001,GRDO,Croplan Genetics,CL385 NS,120.0,59.5,GREELEY,Dryland
2001,GRDO,Garst / Interstate,Hysun 521,141.5,55.0,GREELEY,Dryland
2001,HVDO,Croplan Genetics,CL 322 NS,1187.0,57.0,HARVEY,Dryland
2001,HVDO,Croplan Genetics,CL380 NS,1159.0,60.0,HARVEY,Dryland
2001,HVDO,Croplan Genetics,CL385 NS,1294.0,62.0,HARVEY,Dryland
2001,HVDO,Dekalb,DK 3900,1459.0,62.0,HARVEY,Dryland
2001,HVDO,Dekalb,DKF 31-01,985.0,58.0,HARVEY,Dryland
2001,HVDO,Dekalb,DKF 36-40,1126.0,58.0,HARVEY,Dryland
2001,HVDO,Kaystar,9404,1355.0,59.0,HARVEY,Dryland
2001,HVDO,Monsanto,Ex 3804 NS,1257.0,56.0,HARVEY,Dryland
2001,HVDO,Pioneer Hi-Bred,63A70,1304.0,56.0,HARVEY,Dryland
2001,HVDO,Pioneer Hi-Bred,63M80,1096.0,57.0,HARVEY,Dryland
2001,HVDO,Pioneer Hi-Bred,63M91,1223.0,58.0,HARVEY,Dryland
2001,HVDO,Croplan Genetics,CL345 NS,1374.0,56.0,HARVEY,Dryland
2001,NUIO,Mycogen Seeds,8372,3388.0,53.0,Unknown,Irrigated
2001,NUIO,Cargill Hybrid Seed,270,3334.0,53.0,Unknown,Irrigated
2001,NUIO,Pioneer HI-Bred,63A81,3283.0,57.0,Unknown,Irrigated
2001,NUIO,Pioneer Hi-Bred,63M91,3464.0,54.0,Unknown,Irrigated
2001,NUIO,Proseed Inc.,99-14,3128.0,56.0,Unknown,Irrigated
2001,NUIO,Proseed Inc.,9441,2922.0,55.0,Unknown,Irrigated
2001,NUIO,Kaystar Seed,2020 NS,3438.0,57.0,Unknown,Irrigated
2001,NUIO,Kings Inc.,X80321,3500.0,53.0,Unknown,Irrigated
2001,NUIO,Mycogen Seeds,8377 NS,3460.0,53.0,Unknown,Irrigated
2001,NUIO,Mycogen Seeds,8488 NS,3510.0,55.0,Unknown,Irrigated
2001,NUIO,Mycogen Seeds,X80452,3273.0,56.0,Unknown,Irrigated
2001,NUIO,Mycogen Seeds,X80454,3417.0,55.0,Unknown,Irrigated
2001,NUIO,Mycogen Seeds,X80455,3644.0,55.0,Unknown,Irrigated
2001,NUIO,Nidera S. A.,EN 2178,3252.0,56.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,990213 NS,3696.0,57.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,Hysun 530,3299.0,54.0,Unknown,Irrigated
2001,NUIO,Proseed Inc.,99-746,3487.0,56.0,Unknown,Irrigated
2001,NUIO,Seeds 2000,Ranger,2952.0,55.0,Unknown,Irrigated
2001,NUIO,Seeds 2000,Bronco,3333.0,57.0,Unknown,Irrigated
2001,NUIO,Seeds 2000,Blazer,3138.0,56.0,Unknown,Irrigated
2001,NUIO,Triumph Seeds,665,3769.0,57.0,Unknown,Irrigated
2001,NUIO,Triumph Seeds,636,3758.0,57.0,Unknown,Irrigated
2001,NUIO,Triumph Seeds,658,3603.0,56.0,Unknown,Irrigated
2001,NUIO,Triumph Seeds,TRX 1442,3665.0,56.0,Unknown,Irrigated
2001,NUIO,Croplan Genetics,CL 803,3200.0,52.0,Unknown,Irrigated
2001,NUIO,Pioneer Hi-Bred,63M80,3479.0,55.0,Unknown,Irrigated
2001,NUIO,Dekalb,EX 3804 NS,2943.0,52.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,4049,3297.0,58.0,Unknown,Irrigated
2001,NUIO,Croplan Genetics,CL 322,2808.0,53.0,Unknown,Irrigated
2001,NUIO,Croplan Genetics,CL 345,3272.0,53.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,Hysun 450,3706.0,57.0,Unknown,Irrigated
2001,NUIO,Croplan Genetics,CL 385,3324.0,57.0,Unknown,Irrigated
2001,NUIO,Dekalb,DKF 36-40 NS,3025.0,53.0,Unknown,Irrigated
2001,NUIO,Dekalb,DKF 31-01 NS,2901.0,54.0,Unknown,Irrigated
2001,NUIO,Den Beston,840,3108.0,53.0,Unknown,Irrigated
2001,NUIO,Integra Seeds,550 NS,3448.0,56.0,Unknown,Irrigated
2001,NUIO,Integra Seeds,541 NS,3386.0,56.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,982719 NS,3262.0,56.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,982727 NS,3128.0,56.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,971136 NS,3448.0,56.0,Unknown,Irrigated
2001,NUIO,Interstate Payco,Hysun 521,3226.0,52.0,Unknown,Irrigated
2001,NUIO,Croplan Genetics,CL 380,3624.0,55.0,Unknown,Irrigated
2001,RNDO,Croplan Genetics,CL380 NS,622.5,58.0,RENO,Dryland
2001,RNDO,Croplan Genetics,CL385 NS,457.75,59.75,RENO,Dryland
2001,RNDO,Pioneer Hi-Bred Int. Inc,63M91,771.75,55.5,RENO,Dryland
2001,RNDO,Dekalb,DK 3900,751.5,60.0,RENO,Dryland
2001,RNDO,Triumph Seed Co. Inc.,665,518.25,59.25,RENO,Dryland
2001,RNDO,Triumph Seed Co. Inc.,658,564.5,59.25,RENO,Dryland
2001,RNDO,Triumph Seed Co. Inc.,636,447.75,59.5,RENO,Dryland
2001,RNDO,Pioneer Hi-Bred Int. Inc,63M80,517.5,55.25,RENO,Dryland
2001,RNDO,Monsanto,Ex 3804 NS,624.5,55.0,RENO,Dryland
2001,RNDO,Dekalb,DKF 31-01 NS,506.0,55.5,RENO,Dryland
2001,RNDO,Dekalb,DKF 36-40 NS,583.25,55.0,RENO,Dryland
2001,RNDO,Kaystar,2020NS,590.0,60.5,RENO,Dryland
2001,RNDO,Mycogen Seeds,8488 NS,784.25,58.25,RENO,Dryland
2001,RNDO,Mycogen Seeds,8377 NS,780.5,55.0,RENO,Dryland
2001,RNDO,Pioneer Hi-Bred Int. Inc,63A70,698.25,55.0,RENO,Dryland
2001,RNDO,Kaystar,9404,590.25,55.75,RENO,Dryland
2001,RPDO,Croplan Genetics,CL345 NS,743.5,51.0,REPUBLIC,Dryland
2001,RPDO,Kaystar,2020NS,693.0,55.25,REPUBLIC,Dryland
2001,RPDO,Pioneer Hi-Bred Int. Inc,63M80,666.5,52.25,REPUBLIC,Dryland
2001,RPDO,Pioneer Hi-Bred Int. Inc,63A70,717.25,51.25,REPUBLIC,Dryland
2001,RPDO,Mycogen Seeds,SF 260,752.0,53.25,REPUBLIC,Dryland
2001,RPDO,Mycogen Seeds,8488 NS,1027.75,52.75,REPUBLIC,Dryland
2001,RPDO,Mycogen Seeds,8377 NS,658.75,50.75,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,Exp f 84021,768.75,55.25,REPUBLIC,Dryland
2001,RPDO,Kaystar,9501,885.75,55.5,REPUBLIC,Dryland
2001,RPDO,Syngenta Seeds,NX 30002,1011.0,51.5,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,IS 6767,792.75,52.25,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,IS 5331,1152.75,52.75,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,IS 4340,910.25,55.25,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,IS 4049,969.0,54.0,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,Hysun 530,826.5,51.5,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,Hysun 521,1118.75,50.5,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,Hysun 450,625.75,55.0,REPUBLIC,Dryland
2001,RPDO,Monsanto,Ex 3804 NS,651.0,50.0,REPUBLIC,Dryland
2001,RPDO,Pioneer Hi-Bred Int. Inc,63M91,825.25,52.25,REPUBLIC,Dryland
2001,RPDO,Syngenta Seeds,278,935.5,52.5,REPUBLIC,Dryland
2001,RPDO,Triumph Seed Co. Inc.,665,900.75,55.0,REPUBLIC,Dryland
2001,RPDO,Triumph Seed Co. Inc.,658,892.25,54.5,REPUBLIC,Dryland
2001,RPDO,Triumph Seed Co. Inc.,636,883.5,54.25,REPUBLIC,Dryland
2001,RPDO,Syngenta Seeds,T46-R9,643.0,51.0,REPUBLIC,Dryland
2001,RPDO,Garst / Interstate,Exp 971136 NS,994.5,54.0,REPUBLIC,Dryland
2001,RPDO,Dekalb,DKF 31-01 NS,634.25,51.0,REPUBLIC,Dryland
2001,RPDO,Dekalb,DKF 36-40 NS,434.5,51.0,REPUBLIC,Dryland
2001,RPDO,Dekalb,DK 3900,885.25,54.5,REPUBLIC,Dryland
2001,RPDO,Croplan Genetics,CL385 NS,1026.0,54.0,REPUBLIC,Dryland
2001,SRDC,Triumph Seed Co. Inc.,766C RT,960.0,60.0,Unknown,Dryland
2001,SRDC,Red River Commodities,2413,685.0,61.0,Unknown,Dryland
2001,SRDC,Triumph Seed Co. Inc.,700CLS,901.0,65.0,Unknown,Dryland
2001,SRDC,Red River Commodities,2213,932.0,59.0,Unknown,Dryland
2001,SRDC,Triumph Seed Co. Inc.,777C,952.0,63.0,Unknown,Dryland
2001,SRDC,Red River Commodities,2582,940.0,61.0,Unknown,Dryland
2001,SRDC,Seeds 2000,Grizzly,945.0,61.0,Unknown,Dryland
2001,SRDC,Seeds 2000,Kodiak,967.0,57.0,Unknown,Dryland
2001,SRDC,Sigco Sun Products,Rustler,1056.0,59.0,Unknown,Dryland
2001,SRDC,Sigco Sun Products,3976,1053.0,62.0,Unknown,Dryland
2001,SRDC,Sigco Sun Products,3993,938.0,68.0,Unknown,Dryland
2001,SRDC,Sigco Sun Products,3994,945.0,59.0,Unknown,Dryland
2001,SRDC,Triumph Seed Co. Inc.,765C,1014.0,60.0,Unknown,Dryland
2001,SRDO,Kaystar,9501,1177.0,60.0,Unknown,Dryland
2001,SRDO,Croplan,345,1090.0,59.0,Unknown,Dryland
2001,SRDO,Croplan,380,1110.0,61.0,Unknown,Dryland
2001,SRDO,Croplan,385,1242.0,63.0,Unknown,Dryland
2001,SRDO,Dekalb,3900,684.0,63.0,Unknown,Dryland
2001,SRDO,Dekalb,DK3881,1069.0,60.0,Unknown,Dryland
2001,SRDO,Dekalb,DKF31-01,918.0,60.0,Unknown,Dryland
2001,SRDO,Dekalb,DKF36-40,1029.0,58.0,Unknown,Dryland
2001,SRDO,Kaystar,2020,1280.0,63.0,Unknown,Dryland
2001,SRDO,Mycogen,187,1429.0,61.0,Unknown,Dryland
2001,SRDO,Mycogen,260,1439.0,62.0,Unknown,Dryland
2001,SRDO,Mycogen,8377,1080.0,60.0,Unknown,Dryland
2001,SRDO,Mycogen,8488,987.0,61.0,Unknown,Dryland
2001,SRDO,Mycogen,CALVARY,1227.0,61.0,Unknown,Dryland
2001,SRDO,Novartis,278,1045.0,61.0,Unknown,Dryland
2001,SRDO,Novartis,NX30002,1182.0,59.0,Unknown,Dryland
2001,SRDO,Novartis,T46-R9,1410.0,59.0,Unknown,Dryland
2001,SRDO,Pioneer Hi-Bred Int. Inc,63A70,1268.0,59.0,Unknown,Dryland
2001,SRDO,Fontanelle,X101,1021.0,63.0,Unknown,Dryland
2001,SRDO,Seeds 2000,BRONCO,1274.0,63.0,Unknown,Dryland
2001,SRDO,Pioneer Hi-Bred Int. Inc,63M80,1272.0,61.0,Unknown,Dryland
2001,SRDO,Seeds 2000,MAVERICK,793.0,63.0,Unknown,Dryland
2001,SRDO,Seeds 2000,RANGER,855.0,60.0,Unknown,Dryland
2001,SRDO,Triumph Seed Co. Inc.,TR636,1010.0,61.0,Unknown,Dryland
2001,SRDO,Triumph Seed Co. Inc.,TR652,974.0,62.0,Unknown,Dryland
2001,SRDO,Triumph Seed Co. Inc.,TR658,1032.0,61.0,Unknown,Dryland
2001,SRDO,Triumph Seed Co. Inc.,TR665,922.0,63.0,Unknown,Dryland
2001,SRDO,Pioneer Hi-Bred Int. Inc,63M91,1104.0,59.0,Unknown,Dryland
2001,SUDO,Dekalb,DKF 36-40 NS,51.75,,SUMNER,Dryland
2001,SUDO,Dekalb,DKF 31-01 NS,34.75,,SUMNER,Dryland
2001,SUDO,Dekalb,DK 3900,82.5,,SUMNER,Dryland
2001,SUDO,Kaystar,9501,71.25,,SUMNER,Dryland
2001,SUDO,Monsanto,Ex 3804 NS,48.25,,SUMNER,Dryland
2001,SUDO,Kaystar,9404,85.0,,SUMNER,Dryland
2001,SUDO,Triumph Seed Co. Inc.,658,59.25,,SUMNER,Dryland
2001,SUDO,Pioneer Hi-Bred Int. Inc,63M91,65.25,,SUMNER,Dryland
2001,SUDO,Pioneer Hi-Bred Int. Inc,63M80,71.75,,SUMNER,Dryland
2001,SUDO,Pioneer Hi-Bred Int. Inc,63A70,67.25,,SUMNER,Dryland
2001,SUDO,Triumph Seed Co. Inc.,665,79.75,,SUMNER,Dryland
2001,THDC,Seeds 2000,Grizzly,1476.0,61.0,THOMAS,Dryland
2001,THDC,Triumph Seed Co. Inc.,TRX 1457C,1264.0,64.0,THOMAS,Dryland
2001,THDC,Triumph Seed Co. Inc.,TRX 1456C,1809.0,62.0,THOMAS,Dryland
2001,THDC,Triumph Seed Co. Inc.,TRX 0451CRT,1671.0,61.0,THOMAS,Dryland
2001,THDC,Seeds 2000,X 3987,1777.0,62.0,THOMAS,Dryland
2001,THDC,Red River Commodities,RRC 2582,1473.0,59.0,THOMAS,Dryland
2001,THDC,Red River Commodities,RRC 2413,1351.0,59.0,THOMAS,Dryland
2001,THDC,Red River Commodities,RRC 2213,1425.0,58.0,THOMAS,Dryland
2001,THDC,Agway Inc.,RH 3738,1533.0,60.0,THOMAS,Dryland
2001,THDC,Agway Inc.,RH 3708,1400.0,59.0,THOMAS,Dryland
2001,THDC,Agway Inc.,RH 118,1817.0,62.0,THOMAS,Dryland
2001,THDC,Sigco Sun Products,Rustler,1655.0,59.0,THOMAS,Dryland
2001,THDO,Mycogen Seeds,Cavalry,1533.87,58.5,THOMAS,Dryland
2001,THDO,Croplan Genetics,CL385 NS,1498.52,59.25,THOMAS,Dryland
2001,THDO,Mycogen Seeds,8488 NS,1752.37,57.0,THOMAS,Dryland
2001,THDO,Mycogen Seeds,8377 NS,1322.65,55.25,THOMAS,Dryland
2001,THDO,Monsanto,Ex 3804 NS,915.49,54.25,THOMAS,Dryland
2001,THDO,Kaystar,9501,1767.68,58.5,THOMAS,Dryland
2001,THDO,Kaystar,9404,1675.76,57.0,THOMAS,Dryland
2001,THDO,Kaystar,2020NS,1713.59,59.0,THOMAS,Dryland
2001,THDO,Dekalb,DKF 36-40 NS,1119.22,55.25,THOMAS,Dryland
2001,THDO,Dekalb,DK 3900,1202.21,58.5,THOMAS,Dryland
2001,THDO,Croplan Genetics,CL380 NS,1759.41,57.0,THOMAS,Dryland
2001,THDO,Croplan Genetics,CL345 NS,1472.12,55.0,THOMAS,Dryland
2001,THDO,Croplan Genetics,CL 322 NS,1391.31,56.0,THOMAS,Dryland
2001,THDO,Dekalb,DKF 31-01 NS,1134.88,56.0,THOMAS,Dryland
2001,THDO,Mycogen Seeds,SF 187,1669.56,57.25,THOMAS,Dryland
2001,THDO,Seeds 2000,Ranger,1448.17,56.5,THOMAS,Dryland
2001,THDO,Triumph Seed Co. Inc.,TRX 1442,1876.29,58.25,THOMAS,Dryland
2001,THDO,Triumph Seed Co. Inc.,TRX 0345,1626.37,58.0,THOMAS,Dryland
2001,THDO,Triumph Seed Co. Inc.,665,1872.93,58.5,THOMAS,Dryland
2001,THDO,Triumph Seed Co. Inc.,658,1614.28,58.5,THOMAS,Dryland
2001,THDO,Triumph Seed Co. Inc.,636,1427.34,58.5,THOMAS,Dryland
2001,THDO,Syngenta Seeds,278,1503.53,57.25,THOMAS,Dryland
2001,THDO,Syngenta Seeds,NX 30002,1443.83,55.75,THOMAS,Dryland
2001,THDO,Seeds 2000,Maverick,1413.14,57.0,THOMAS,Dryland
2001,THDO,Seeds 2000,Bronco,1617.63,59.0,THOMAS,Dryland
2001,THDO,Pioneer Hi-Bred Int. Inc,63M91,1548.74,56.75,THOMAS,Dryland
2001,THDO,Pioneer Hi-Bred Int. Inc,63M80,1392.26,56.5,THOMAS,Dryland
2001,THDO,Pioneer Hi-Bred Int. Inc,63A70,1391.78,55.0,THOMAS,Dryland
2001,THDO,Mycogen Seeds,SF 260,1680.48,57.25,THOMAS,Dryland
2001,THDO,Syngenta Seeds,T46-R9,1677.83,55.75,THOMAS,Dryland
2001,THDO,Seeds 2000,X 476,1512.76,58.0,THOMAS,Dryland
2001,THIC,Sigco Sun Products,Rustler,2125.0,57.0,THOMAS,Irrigated
2001,THIC,Triumph Seed Co. Inc.,TRX 1457C,1926.0,63.25,THOMAS,Irrigated
2001,THIC,Triumph Seed Co. Inc.,TRX 1456C,2691.0,60.5,THOMAS,Irrigated
2001,THIC,Sigco Sun Products,Exp 392,2349.0,58.75,THOMAS,Irrigated
2001,THIC,Triumph Seed Co. Inc.,TRX 0451CRT,2014.0,59.0,THOMAS,Irrigated
2001,THIC,Garst / Interstate,Exp f 89008,1427.0,58.0,THOMAS,Irrigated
2001,THIC,Seeds 2000,X 3987,3031.0,60.75,THOMAS,Irrigated
